imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_direct_emissions,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9355410,NYK DANIELLA,Container ship,2019.0,EIV (18.02 gCO₂/t·nm),Singapore,,,30/04/2020,30/06/2021,,VERIFAVIA (UK) LTD,UKAS,20-22 Wenlock Road,London,4599,United Kingdom,Yes,,,,3411.5,,10623.46,0.0,2772.73,7746.09,104.63,,,,1650.9,136.41,5.69,,,,,424.78,17.73,,,,,,1650.9,,,,,,,,,,,,,,,,
9355422,ANDROMEDA J,Container ship,2019.0,EIV (38.79 gCO₂/t·nm),LIMASSOL,,IA,22/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,3534.9,,11253.33,9333.3,0.0,0.0,1920.0,,,,3956.0,89.89,17.82,,,,,286.18,56.74,,,,,,3956.0,,,,,,,,,,,,,,,,
9355446,BG IRELAND,Container ship,2019.0,EIV (38.42 gCO₂/t·nm),LIMASSOL,,,22/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,3680.3,,11701.67,9517.1,0.0,0.0,2184.5,,,,3707.0,93.4,19.57,,,,,296.98,62.22,,,,,,3707.0,,,,,,,,,,,,,,,,
9355460,SPICA J,Container ship,2019.0,EIV (38.42 gCO₂/t·nm),SAINT-JOHN'S,,,22/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,4822.4,,15238.06,13171.6,0.0,0.0,2066.5,,,,3995.0,89.69,16.47,,,,,283.4,52.05,,,,,,3995.0,,,,,,,,,,,,,,,,
9355496,ELETTRA,Bulk carrier,2019.0,EIV (3.77 gCO₂/t·nm),PANAMA,,,26/03/2020,30/06/2021,001,"Nippon Kaiji Kyokai, Innovation and Sustainability Department",Deutsche Akkredierungsstelle GmbH,"Nippon Kaiji Kyokai, 4-7, Kioi-Cho, Chiyoda-Ku, Tokyo 102-8567, Japan",Tokyo,VS-21325-01,Japan,,,Yes,,2459.76,1659.68,7721.17,291.43,4633.36,2560.17,236.22,,,5204.39,1795.1,122.49,2.41,,,,,384.48,7.56,,,,,,1795.1,,,,1.62,,,,,,5.09,,,,,,
9355513,STAR MINERVA,General cargo ship,2019.0,EIV (6.21 gCO₂/t·nm),Majuro,,,24/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1893.2,,5906.07,1173.54,1548.96,2853.89,329.67,,,,1671.5,106.88,,,3.65,,,333.43,,,11.39,,,,1671.5,,,,,,,,,,,,,,,,
9355525,STAR MAJESTY,General cargo ship,2019.0,EIV (6.21 gCO₂/t·nm),Bergen,,,24/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,888.9,,2785.51,127.28,1497.46,965.2,195.57,,,,880.1,88.27,,,2.68,,,276.6,,,8.4,,,,880.1,,,,,,,,,,,,,,,,
9355551,COSCO PACIFIC,Container ship,2019.0,EIV (16.65 gCO₂/t·nm),Hong Kong,,,10/04/2020,30/06/2021,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,8874.89,,27661.41,4318.23,7279.49,15401.1,662.58,,,,2125.8,260.85,3.38,,,,,813.01,10.54,,,,,,2125.8,,,,,,,,,,,,,,,,
9355604,GASLOG SINGAPORE,LNG carrier,2019.0,EIV (7.19 gCO₂/t·nm),Hamilton,,,01/05/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,3269.05,1369.3,9533.43,0.0,5608.27,3791.98,133.18,,,3791.98,917.85,302.33,,4.94,,,,881.66,,14.4,,,,,917.85,,,307.43,,2.07,,,,851.36,,5.73,,,,,
9355812,RIJNBORG,Container ship,2019.0,EIV (18.68 gCO₂/t·nm),Delfzijl,Delfzijl,IA,30/04/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,,Yes,,3885.64,,12314.37,6401.91,2563.05,3021.79,327.62,,,,6062.0,128.12,13.79,,,,,406.05,43.7,,,,,,6062.0,,,,,,,,,,,,,,,,
9356098,SAFMARINE NILE,Container ship,2019.0,EEDI (18.38 gCO₂/t·nm),Hong Kong,,,24/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,3820.68,3820.68,11931.06,3616.54,5717.86,1676.66,705.57,,,11931.06,3414.21,111.86,7.22,,,,,349.31,22.54,,,,,,3414.21,,,,7.22,,,,,,22.54,,,,,,
9356103,SAFMARINE NAKURU,Container ship,2019.0,EEDI (18.38 gCO₂/t·nm),Hong Kong,,,25/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,3003.01,3003.01,9399.72,4731.02,3763.78,147.12,757.8,,,9399.72,4343.13,103.37,6.08,,,,,323.56,19.04,,,,,,4343.13,,,,6.08,,,,,,19.04,,,,,,
9356115,SAFMARINE NUBA,Container ship,2019.0,EEDI (18.38 gCO₂/t·nm),Hong Kong,,,24/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,2703.91,2703.91,8452.58,5509.06,1295.12,889.06,759.34,,,8452.58,4079.0,105.97,6.74,,,,,331.26,21.08,,,,,,4079.0,,,,6.74,,,,,,21.08,,,,,,
9356127,MAERSK NEWPORT,Container ship,2019.0,EEDI (18.38 gCO₂/t·nm),Kobenhavn,,,04/07/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,1294.92,1294.92,4048.51,2025.99,279.81,1520.8,221.91,,,4048.51,1304.37,96.18,6.96,,,,,300.7,21.75,,,,,,1304.37,,,,6.96,,,,,,21.75,,,,,,
9356139,MAERSK NORFOLK,Container ship,2019.0,EEDI (18.38 gCO₂/t·nm),Kobenhavn,,,04/07/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,5620.29,5620.29,17523.14,4060.66,9401.62,3578.89,481.96,,,17523.14,4771.63,93.04,7.66,,,,,290.09,23.87,,,,,,4771.63,,,,7.66,,,,,,23.87,,,,,,
9356165,MAERSK NAIROBI,Container ship,2019.0,EEDI (18.38 gCO₂/t·nm),Singapore,,,19/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4114.66,4114.66,12831.51,4758.94,3904.57,3567.37,600.63,,,12831.51,3379.97,115.96,10.37,,,,,361.63,32.32,,,,,,3379.97,,,,10.37,,,,,,32.32,,,,,,
9356244,HISTRIA IVORY,Oil tanker,2019.0,EIV (8.6 gCO₂/t·nm),Valletta,Valletta,,02/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,501.25,,1566.85,0.0,866.97,627.17,72.71,,,,883.7,104.84,7.82,,,,,327.72,24.45,,,,,,883.7,,,,,,,,,,,,,,,,
9356311,CMA CGM MUSCA,Container ship,2019.0,EIV (14.72 gCO₂/t·nm),NASSAU,,,29/04/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,2739.7,,8539.34,1371.09,1397.08,5495.25,275.91,,,,571.38,305.58,3.45,,,,,952.47,10.77,,,,,,571.38,,,,,,,,,,,,,,,,
9356402,UNISPIRIT,General cargo ship,2019.0,EIV (14.42 gCO₂/t·nm),Saint John's,,,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,882.05,,2766.46,537.44,775.75,1392.22,61.04,,,,2582.64,46.48,,,12.21,,,145.78,,,38.28,,,,2582.64,,,,,,,,,,,,,,,,
9356414,UNISKY,General cargo ship,2019.0,EIV (14.42 gCO₂/t·nm),Saint John's,,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2334.82,,7312.3,1034.9,3129.69,2337.68,810.03,,,,4366.4,50.8,,,9.89,,,159.11,,,30.99,,,,4366.4,,,,,,,,,,,,,,,,
9356610,BRO ALMA,Oil tanker,2019.0,EIV (12.34 gCO₂/t·nm),Singapore,,IA,12/06/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,2803.53,,8861.23,3023.03,2177.34,2704.7,956.15,,,,3445.75,70.72,9.05,,,,,223.51,28.59,,,,,,3445.75,,,,,,,,,,,,,,,,
9356622,EKFJORD,Oil tanker,2019.0,EIV (13.6 gCO₂/t·nm),Arendal,,IA,06/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3484.62,,11171.69,8979.97,350.1,137.06,1704.58,,,,6521.7,69.54,8.8,,,,,222.93,28.22,,,,,0.0,6521.7,0.0,,,,,,,,,,,,,,,
9356658,ATLANTIC MONACO,Container ship,2019.0,EIV (20.17 gCO₂/t·nm),MONROVIA,,,27/06/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,3208.29,,10023.12,2789.2,3279.79,2333.58,1620.55,,,,3635.7,91.3,20.1,,,,,285.22,62.8,,,,,,3635.7,,,,,,,,,,,,,,,,
9356660,DIONYSSIS A,Container ship,2019.0,EIV (27.5 gCO₂/t·nm),Valletta,,,08/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1467.54,,4576.25,0.0,2599.94,1856.77,119.53,,,,2200.5,84.17,14.97,,,,,262.48,46.68,,,,,,2200.5,,,,,,,,,,,,,,,,
9356672,VASSILIS A,Container ship,2019.0,EIV (28.25 gCO₂/t·nm),Valletta,,,14/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1551.39,,4851.2,491.5,1893.82,2337.02,128.86,,,,5211.67,83.04,18.86,,,,,259.68,58.97,,,,,,5211.67,,,,,,,,,,,,,,,,
9356684,ALEXANDRA A,Container ship,2019.0,EIV (31.37 gCO₂/t·nm),Valletta,,,08/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1388.63,,4338.12,1139.43,1542.82,1493.22,162.66,,,,3687.06,102.11,24.5,,,,,318.99,76.55,,,,,,3687.06,,,,,,,,,,,,,,,,
9356737,UN AKDENIZ,Ro-ro ship,2019.0,EIV (38.26 gCO₂/t·nm),,,,22/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,,,13270.09,,41366.16,2975.36,20061.55,17887.18,442.07,,,,6120.52,119.97,20.54,,,,,373.97,64.04,,,,,,6120.52,,,,,,,,,,,,,,,,
9356749,SUMELA SEAWAYS,Ro-ro ship,2019.0,EIV (38.26 gCO₂/t·nm),,,,22/04/2020,30/06/2021,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,,,13125.9,,40912.24,1857.9,20180.97,18561.75,311.63,,,,6003.9,119.94,23.12,,,,,373.86,72.05,,,,,,6003.9,,,,,,,,,,,,,,,,
9357212,BBC DELAWARE,General cargo ship,2019.0,EIV (13 gCO₂/t·nm),,,IA,18/05/2020,30/06/2021,,Korean register of shipping,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",,Yes,,,1617.1,,5060.59,242.37,2935.4,1807.8,75.02,,,,2445.42,64.54,,,5.63,,,201.96,,,17.61,,,,2445.42,,,,,,,,,,,,,,,,
9357298,GLORIOUS LEADER,Vehicle carrier,2019.0,EIV (18.55 gCO₂/t·nm),Nassau,,,25/02/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,6151.6,,19336.09,2508.37,8567.95,7538.41,721.35,,,,3204.99,121.21,22.48,,,,,380.99,70.67,,,,,,3204.99,,,,,,,,,,,,,,,,
9357303,GRACEFUL LEADER,Vehicle carrier,2019.0,EIV (18.56 gCO₂/t·nm),Nassau,,,28/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3230.0,,10126.24,3276.93,4767.57,1674.25,407.48,,,,2068.33,111.08,18.59,,,,,348.24,58.28,,,,,,2068.33,,,,,,,,,,,,,,,,
9357315,GOLIATH LEADER,Vehicle carrier,2019.0,EIV (17.45 gCO₂/t·nm),Nassau,,,20/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2201.4,,6877.96,1689.67,1924.13,2968.26,295.89,,,,1461.28,106.75,16.66,,,,,333.52,52.05,,,,,,1461.28,,,,,,,,,,,,,,,,
9357327,GARNET LEADER,Vehicle carrier,2019.0,EIV (18.55 gCO₂/t·nm),Nassau,,,31/03/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,889.7,,2789.01,964.53,1237.9,191.82,394.76,,,,659.2,108.01,25.33,,,,,338.6,79.41,,,,,,659.2,,,,,,,,,,,,,,,,
9357559,HISTRIA AGATA,Oil tanker,2019.0,EIV (8.61 gCO₂/t·nm),Valletta,Valletta,,02/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3042.24,,9523.28,3019.81,2127.84,2833.88,1541.76,,,,4108.4,107.44,5.42,,,,,336.33,16.96,,,,,,4108.4,,,,,,,,,,,,,,,,
9357561,HISTRIA AZURE,Oil tanker,2019.0,EIV (8.62 gCO₂/t·nm),Majuro,Majuro,,01/05/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3357.39,,10490.6,3637.06,2584.95,3028.18,1240.42,,,,4609.1,110.4,5.86,,,,,344.96,18.32,,,,,,4609.1,,,,,,,,,,,,,,,,
9357597,CORONA SEA,Ro-ro ship,2019.0,EIV (14.71 gCO₂/t·nm),London,London,IA,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,14597.2,,45578.82,41063.64,1236.0,1151.04,2128.14,,,,5655.23,151.29,39.32,,,,,472.38,122.76,,,,,,5655.23,,,,,,,,,,,,,,,,
9357602,HAFNIA SEA,Ro-ro ship,2019.0,EIV (14.74 gCO₂/t·nm),London,London,IA,28/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,Yes,,,14014.0,,43777.23,39055.53,891.25,885.02,2945.43,,,,5480.23,150.46,33.24,,,,,470.01,103.85,,,,,,5480.23,,,,,,,,,,,,,,,,
9357755,ECOSAND G.O.,Bulk carrier,2019.0,EIV (4.25 gCO₂/t·nm),Majuro,Majuro,,07/05/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1547.73,,4823.73,0.0,1672.51,3054.26,96.96,,,,1464.0,99.21,2.73,,,,,309.21,8.51,,,,,,1464.0,,,,,,,,,,,,,,,,
9357808,EF EMMA,Container ship,2019.0,EEDI (25.4 gCO₂/t·nm),Madeira,,,20/08/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,5245.38,,16390.21,11157.22,1713.89,1448.65,2070.45,,,,3050.4,123.86,10.26,,,,,387.04,32.07,,,,,,3050.4,,,,,,,,,,,,,,,,
9357810,EF EMIRA,Container ship,2019.0,EEDI (24.75 gCO₂/t·nm),Majuro,,,19/08/2020,30/06/2021,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,,,4656.56,,14538.39,5842.22,3753.85,3759.24,1183.08,,,,3099.6,124.4,10.97,,,,,388.4,34.26,,,,,,3099.6,,,,,,,,,,,,,,,,
9357860,HANSA CLOPPENBURG,Container ship,2019.0,EEDI (20.81 gCO₂/t·nm),,,,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,,,2119.87,,6613.34,0.0,3298.89,3032.85,281.59,,,,2074.7,115.71,9.65,,,,,360.97,30.1,,,,,,2074.7,,,,,,,,,,,,,,,,
9357872,FRITZ REUTER,Container ship,2019.0,EIV (24.32 gCO₂/t·nm),Monrovia,Hamburg,,05/06/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2581.0,,8086.71,0.0,3418.05,3697.14,971.55,,,,3033.1,109.61,7.86,,,,,343.42,24.61,,,,,,3033.1,,,,,,,,,,,,,,,,
9357999,JULE,General cargo ship,2019.0,EIV (24.39 gCO₂/t·nm),SAINT-JOHN'S,,IA,22/05/2020,30/06/2021,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,825.1,,2578.85,70.5,2462.2,0.0,46.1,,,,993.0,53.97,23.05,,9.24,,,168.7,72.05,,28.87,,,,993.0,,,,,,,,,,,,,,,,
9358010,NEPTUNE CROWN,General cargo ship,2019.0,EIV (15.81 gCO₂/t·nm),Monrovia,,IA,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,1851.61,,5791.96,1780.3,2307.43,1586.17,118.07,,,,3015.52,55.97,,,16.01,,,175.09,,,50.07,,,0.0,3015.52,0.0,,,,,,,,,,,,,,,
9358022,LOTTA AUERBACH,General cargo ship,2019.0,EIV (15 gCO₂/t·nm),Monrovia,,IC,28/04/2020,30/06/2021,,Swiss Climate EcoCare GmbH,Deutsche Akkreditierungsstelle GmbH,"Steinhöft 11, 20459 Hamburg",Hamburg,D-VS-20810-01,Germany,Yes,,,,1793.9,,5616.76,852.78,2320.41,2293.2,150.36,,,,2608.44,62.19,,,11.3,,,194.71,,,35.39,,,,2608.44,,,,,,,,,,,,,,,,
9358034,LEA AUERBACH,General cargo ship,2019.0,EIV (15 gCO₂/t·nm),Monrovia,,IC,28/04/2020,30/06/2021,,Swiss Climate EcoCare GmbH,Deutsche Akkreditierungsstelle GmbH,"Steinhöft 11, 20459 Hamburg",Hamburg,D-VS-20810-01,Germany,Yes,,,,1825.9,,5706.71,258.44,3082.96,2231.67,133.64,,,,2666.55,63.61,,,10.85,,,198.82,,,33.92,,,,2666.55,,,,,,,,,,,,,,,,
9358058,DIANA,General cargo ship,2019.0,EIV (13.28 gCO₂/t·nm),St Petersburg,St Petrsburg,IA,05/06/2020,30/06/2021,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,,Yes,,,244.6,,761.85,585.43,0.0,170.65,5.77,,,,496.59,56.6,9.83,,7.46,,,176.29,30.62,,23.22,,,,496.59,,,,,,,,,,,,,,,,
9358280,NOBLE,Oil tanker,2019.0,EIV (2.78 gCO₂/t·nm),Antwerp,,,22/05/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,4323.49,,13510.68,197.1,10300.6,2281.1,731.9,,,,1634.0,241.1,0.92,,,,,753.44,2.87,,,,,,1634.0,,,,,,,,,,,,,,,,
9358369,MARIA G,Bulk carrier,2019.0,EIV (7.35 gCO₂/t·nm),Valletta,,IC,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1486.07,,4661.63,0.0,1756.83,2766.95,137.86,,,,1675.28,86.81,3.83,,,,,272.31,12.02,,,,,0.0,1675.28,0.0,,,,,,,,,,,,,,,
9358371,WHISTLER,Bulk carrier,2019.0,EIV (6.8 gCO₂/t·nm),MONROVIA,MONROVIA,IC,28/05/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,1357.84,,4262.31,323.0,2975.0,833.0,133.0,,,,1226.0,103.17,3.71,,,,,323.86,11.66,,,,,,1226.0,,,,,,,,,,,,,,,,
9358383,HELENA G,Bulk carrier,2019.0,EIV (7.35 gCO₂/t·nm),Madeira,,IC,30/04/2020,30/06/2021,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2199.06,,6907.46,284.44,1769.49,4596.4,257.12,,,,2618.76,85.52,4.09,,,,,268.63,12.85,,,,,0.0,2618.76,0.0,,,,,,,,,,,,,,,
9358395,WIGEON,Bulk carrier,2019.0,EIV (6.8 gCO₂/t·nm),MONROVIA,MONROVIA,IC,28/05/2020,30/06/2021,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"9, KAREA str",ATHENS,874-4,Greece,Yes,,,,1610.61,,5089.71,333.0,3463.0,1200.0,94.0,,,,1738.0,95.81,3.81,,,,,302.76,12.04,,,,,,1738.0,,,,,,,,,,,,,,,,
9358400,TORM MAREN,Oil tanker,2019.0,EIV (4.96 gCO₂/t·nm),Copenhagen,Copenhagen,,08/05/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
9358412,TORM MATHILDE,Oil tanker,2019.0,EIV (4.52 gCO₂/t·nm),Copenhagen,Copenhagen,,29/04/2020,30/06/2021,,Lloyd's Register Quality Assurance Ltd,UKAS,"LRQA Centre
1 Trinity Park
Bickenhill Lane
Birmingham
B37 7ES",BIRMINGHAM,0001,United Kingdom,,,,,664.35,,2069.19,0.0,460.75,1551.08,40.33,,,,508.15,112.89,1.64,,,,,351.6,5.11,,,,,,508.15,,,,,,,,,,,,,,,,
