imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9635664,MARY,Container ship,2022.0,EIV (12.5 gCO₂/t·nm),Majuro,Majuro,,26/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,17486.69,,54917.49,27032.85,2617.93,22983.48,2283.23,,,,4524.72,239.13,5.04,,,,,751.0,15.84,,,,,,4524.72,,,,,,,,,,,,,,,
9635676,ALEXANDRA,Container ship,2022.0,EIV (11.82 gCO₂/t·nm),Majuro,,,26/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,15343.77,,48176.99,23203.53,1755.25,21117.2,2101.0,,,,4335.07,218.32,4.26,,,,,685.47,13.39,,,,,,4335.07,,,,,,,,,,,,,,,
9635767,ELANDRA STAR,Chemical tanker,2022.0,EIV (6.21 gCO₂/t·nm),Majuro,,,30/01/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,922.24,,2899.29,440.83,722.39,1640.52,95.54,,,,924.0,83.79,3.7,,,,,263.41,11.63,,,,,,924.0,,,,,,,,,,,,,,,
9635808,BW LYNX,Oil tanker,2022.0,EEDI (4.2 gCO₂/t·nm),Singapore,,,26/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,1246.88,,3895.81,0.0,2639.57,934.52,321.71,,,,1425.1,74.46,2.41,,,,,232.65,7.53,,,,,,1425.1,,,,,,,,,,,,,,,
9635810,HAFNIA PUMA,Oil tanker,2022.0,EIV (4.12 gCO₂/t·nm),Singapore,,,26/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,1000.6,,3150.34,337.27,941.5,1300.26,571.31,,,,985.1,95.76,4.06,,,,,301.5,12.77,,,,,,985.1,,,,,,,,,,,,,,,
9635822,BW LEOPARD,Oil tanker,2022.0,EIV (4.77 gCO₂/t·nm),Singapore,,,26/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,2020.8,,6336.98,954.11,2006.86,2916.92,459.08,,,,2150.6,83.95,2.66,,,,,263.26,8.33,,,,,,2150.6,,,,,,,,,,,,,,,
9635846,BW TIGER,Oil tanker,2022.0,EEDI (4.16 gCO₂/t·nm),Singapore,,,26/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,1720.1,,5392.68,307.77,1878.56,2689.22,517.13,,,,1913.9,78.05,2.64,,,,,244.69,8.28,,,,,,1913.9,,,,,,,,,,,,,,,
9635858,BW JAGUAR,Oil tanker,2022.0,EEDI (4.22 gCO₂/t·nm),Singapore,,,26/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,2860.01,,8972.63,987.26,2221.5,5064.01,699.87,,,,3211.2,80.45,2.87,,,,,252.41,9.01,,,,,,3211.2,,,,,,,,,,,,,,,
9636371,AMIS DOLPHIN,Bulk carrier,2022.0,EIV (5.05 gCO₂/t·nm),PANAMA,,,29/04/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,Yes,,,,1965.34,,6203.75,166.68,2859.7,2990.75,186.62,,,,1895.1,86.27,3.47,,,,,272.33,10.96,,,,,,1895.1,,,,,,,,,,,,,,,
9636395,COREWISE OL,Bulk carrier,2022.0,EIV (7.16 gCO₂/t·nm),PANAMA,,,20/04/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,Yes,,,,2117.93,,6631.38,181.48,3452.64,2857.69,139.56,,,,2533.0,66.85,4.57,,,,,209.31,14.31,,,,,,2533.0,,,,,,,,,,,,,,,
9636632,MAERSK ADRIATIC,Oil tanker,2022.0,EIV (7.25 gCO₂/t·nm),Singapore,,,09/03/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,994.41,488.46,3101.9,537.5,1125.69,1127.33,311.37,,,1521.15,1398.52,75.85,5.19,,,,,236.61,16.18,,,,,,1398.52,,77.73,2.55,,,,,242.07,7.93,,,,,,
9636644,MAERSK AEGEAN,Oil tanker,2022.0,EIV (7.25 gCO₂/t·nm),Singapore,,,10/03/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,2753.16,1344.39,8776.48,2723.36,2964.5,1900.98,1187.65,,,4272.96,3225.57,79.8,4.64,,,,,254.37,14.81,,,,,,3225.57,,73.46,2.27,,,,,233.49,7.21,,,,,,
9636711,CORCOVADO LNG,LNG carrier,2022.0,EIV (6.19 gCO₂/t·nm),Valletta,Valletta,,30/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,Yes,,16444.03,15502.56,48180.66,0.0,24984.4,20551.03,2645.21,,,45535.44,4556.58,262.27,,3.8,,,,768.46,,11.13,,,,,4556.58,,247.26,,3.58,,,,726.27,,10.52,,,,,
9636723,KITA LNG,LNG carrier,2022.0,EEDI (6.24 gCO₂/t·nm),Valletta,Valletta,,29/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,Yes,,2503.0,2101.5,6911.48,0.0,3495.44,2296.64,1119.4,,,5792.08,687.55,251.89,,2.04,,,,695.53,,5.64,,,,,687.55,,211.48,,1.72,,,,582.88,,4.73,,,,,
9636735,PALU LNG,LNG carrier,2022.0,EEDI (6.2 gCO₂/t·nm),Valletta,Valletta,,28/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,Yes,,4669.32,3199.91,13218.48,831.96,5585.34,2741.41,4059.75,,,9158.72,986.02,313.63,,3.51,,,,887.86,,9.94,,,,,986.02,,214.93,,2.41,,,,615.17,,6.89,,,,,
9636747,YARI LNG,LNG carrier,2022.0,EIV (6.18 gCO₂/t·nm),Valletta,Valletta,,30/06/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,Yes,,10198.66,9925.75,28814.98,0.0,12910.93,15150.88,753.13,,,28061.84,2682.97,241.85,,2.51,,,,683.32,,7.1,,,,,2682.97,,235.38,,2.44,,,,665.46,,6.91,,,,,
9636785,COOL VOYAGER,LNG carrier,2022.0,Not Applicable,Valletta,,,27/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,,Yes,Yes,,7362.3,,21102.85,2023.1,10912.44,7614.23,553.08,,,,2163.84,242.15,,2.4,,,,694.08,,6.87,,,,,2163.84,,,,,,,,,,,,,,,
9636797,COOL RUNNER,LNG carrier,2022.0,Not Applicable,Valletta,,,27/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,,Yes,Yes,,13384.8,,38898.46,13006.45,9460.22,15744.12,687.66,,,,5086.1,220.36,,3.93,,,,640.39,,11.42,,,,,5086.1,,,,,,,,,,,,,,,
9636888,COSTA DIADEMA,Passenger ship,2022.0,EIV (20.13 gCO₂/t·nm),Genova,,,28/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,20253.78,,63654.55,48971.3,2112.74,6415.1,6155.37,,,,3690.05,356.47,,,,173.18,,1120.34,,,,544.28,,,3690.05,,,,,,,,,,,,,,,
9636905,YANGTZE CROWN,Bulk carrier,2022.0,EEDI (3.89 gCO₂/t·nm),Majuro,,,03/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,1811.13,,5701.14,1075.81,3045.23,1329.59,250.52,,,,1392.6,111.58,1.77,,,,,351.25,5.57,,,,,,1392.6,,,,,,,,,,,,,,,
9636943,STAMFORD PIONEER,Bulk carrier,2022.0,EIV (6.81 gCO₂/t·nm),Hong Kong,Hong Kong,,28/06/2023,30/06/2024,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,,,1475.68,,4625.41,1387.79,1741.47,1089.57,399.38,,,,1652.5,91.33,4.37,,,,,286.28,13.68,,,,,,1652.5,,,,,,,,,,,,,,,
9636955,AIDAPRIMA,Passenger ship,2022.0,EEDI (7.89 gCO₂/t·nm),Genova,,,28/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,21280.07,,67405.13,44372.11,8237.29,3339.87,11455.84,,,,5267.58,318.33,,,,112.32,,1008.31,,,,355.77,,,5267.58,,,,,,,,,,,,,,,
9636967,AIDAPERLA,Passenger ship,2022.0,EEDI (7.88 gCO₂/t·nm),Genova,,,28/04/2023,30/06/2024,,RINA HELLAS LTD,Hellenic Accreditation System,"5, Aitolikou Street and Kastoros - 18545",Piraeus,1325,Greece,Yes,,,,12836.27,,40669.79,27767.01,3410.69,3886.19,5605.93,,,,3416.32,294.41,,,,106.44,,932.8,,,,337.24,,,3416.32,,,,,,,,,,,,,,,
9637088,ARDMORE SEAVANGUARD,Chemical tanker,2022.0,EEDI (4.85 gCO₂/t·nm),Majuro,,,27/02/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,Yes,,1006.52,,3158.15,168.96,992.91,1686.2,310.08,,,,983.8,87.85,3.22,,,,,275.65,10.09,,,,,,983.8,,,,,,,,,,,,,,,
9637129,DORIC BREEZE,Chemical tanker,2022.0,EIV (5.46 gCO₂/t·nm),Monrovia,,,25/05/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,1645.45,,5157.81,106.12,2265.24,2552.25,234.19,,,,1654.0,91.37,3.38,,,,,286.42,10.61,,,,,,1654.0,,,,,,,,,,,,,,,
9637210,PETIT CHAM,Bulk carrier,2022.0,EIV (4.42 gCO₂/t·nm),MONROVIA,MONROVIA,,18/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,955.14,,2993.52,16.03,1247.66,1570.04,159.79,,,,874.58,93.76,1.93,,,,,293.86,6.05,,,,,,874.58,,,,,,,,,,,,,,,
9637296,ARUNA ISMAIL,Bulk carrier,2022.0,EIV (5.84 gCO₂/t·nm),MAJURO,,,11/04/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,,Yes,,,773.32,,2416.4,386.62,856.31,1093.29,80.18,,,,721.5,96.41,2.63,,,,,301.26,8.21,,,,,,721.5,,,,,,,,,,,,,,,
9637325,GOLAR ICE,LNG carrier,2022.0,EIV (7.67 gCO₂/t·nm),Majuro,,,27/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,8585.13,,24129.41,0.0,7915.95,10133.13,6080.3,,,,1656.52,377.88,,4.08,,,,1062.08,,11.48,,,,,1656.52,,,,,,,,,,,,,,,
9637492,CLEAN OCEAN,LNG carrier,2022.0,EIV (6.09 gCO₂/t·nm),Majuro,,IA,15/06/2023,30/06/2024,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,Yes,,16431.47,,45360.08,0.0,22270.35,22122.14,967.59,,,,5356.25,216.95,,1.98,,,,598.89,,5.47,,,,,5356.25,,,,,,,,,,,,,,,
9637507,CLEAN PLANET,LNG carrier,2022.0,EIV (6.07 gCO₂/t·nm),Majuro,,IA,15/06/2023,30/06/2024,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,Yes,,17924.88,,49806.88,3219.5,25890.9,19484.9,1211.59,,,,5637.23,221.64,,2.35,,,,615.86,,6.52,,,,,5637.23,,,,,,,,,,,,,,,
9637777,BRASIL KNUTSEN,Oil tanker,2022.0,EIV (3.83 gCO₂/t·nm),,,,09/05/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,3778.3,,11910.71,8253.02,0.0,3418.21,239.48,,,,1480.7,279.13,3.12,,,,,879.93,9.83,,,,,,1480.7,,,,,,,,,,,,,,,
9638070,IONIC SMYRNI,Bulk carrier,2022.0,EIV (5.33 gCO₂/t·nm),MAJURO,,,06/03/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,Yes,,,,1555.91,,4862.53,173.88,2407.48,1937.78,343.35,,,,2073.9,72.11,1.6,,,,,225.37,4.99,,,,,,2073.9,,,,,,,,,,,,,,,
9638135,ALDA,Bulk carrier,2022.0,EIV (6.49 gCO₂/t·nm),Valletta,,,20/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,1224.67,,3853.72,559.01,2427.73,642.78,224.2,,,,1481.88,80.51,3.58,,,,,253.36,11.27,,,,,,1481.88,,,,,,,,,,,,,,,
9638147,WOOYANG CLES,Bulk carrier,2022.0,EIV (5 gCO₂/t·nm),JEJU,JEJU,,19/04/2023,30/06/2024,,Korean Register,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,961.74,,3040.96,824.7,304.71,1666.77,244.79,,,,1004.5,90.18,3.62,,,,,285.13,11.43,,,,,,1004.5,,,,,,,,,,,,,,,
9638159,ATLANTIC ORCHARD,General cargo ship,2022.0,EIV (5.76 gCO₂/t·nm),Monrovia,,,25/05/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,5378.67,,16811.32,0.0,7828.53,8274.65,708.15,,,,5076.05,87.41,,,4.95,,,273.22,,,15.48,,,,5076.05,,,,,,,,,,,,,,,
9638173,CYMONA ENERGY,Bulk carrier,2022.0,EIV (4.62 gCO₂/t·nm),Limassol,,,07/04/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,,,526.51,,1650.78,0.0,0.0,1650.77,0.0,,,,672.4,73.99,1.23,,,,,232.0,3.85,,,,,,672.4,,,,,,,,,,,,,,,
9638422,PATIENCE LAKE,Bulk carrier,2022.0,EIV (6.29 gCO₂/t·nm),HONG KONG,HONG KONG,,28/04/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1173.3,,3708.49,197.33,1585.3,1809.48,116.38,,,,1616.7,67.39,3.95,,,,,213.02,12.48,,,,,,1616.7,,,,,,,,,,,,,,,
9638460,MORNING CALYPSO,Vehicle carrier,2022.0,EIV (16.57 gCO₂/t·nm),PANAMA,,,12/04/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,,,Yes,,517.75,,1613.53,0.0,296.05,1270.15,47.33,,,,363.2,103.43,105.11,,,,,322.32,327.58,,,,,,363.2,,,,,,,,,,,,,,,
9638616,PAC CAPELLA,General cargo ship,2022.0,EIV (9.56 gCO₂/t·nm),Singapore,,,20/03/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1004.75,,3135.86,203.84,2298.15,494.56,139.31,,,,960.53,86.33,,,4.21,,,269.45,,,13.14,,,,960.53,,,,,,,,,,,,,,,
9638642,GENEVA QUEEN,Bulk carrier,2022.0,EIV (19.75 gCO₂/t·nm),Majuro,,,28/04/2023,30/06/2024,,Korean Register,DAkkS,"36, Myeongji ocean city 9-ro, Gangseo gu,

Busan, 618-814, Republic of Korea",Busan,D-VS-20824-01-00,"Korea, Republic of",Yes,,,,1815.94,,5701.28,1489.34,1390.65,2674.95,146.33,,,,1505.5,113.52,2.35,,,,,356.4,7.36,,,,,,1505.5,,,,,,,,,,,,,,,
9638769,ARKLOW BANK,General cargo ship,2022.0,EIV (10.99 gCO₂/t·nm),Rotterdam,,,08/03/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1623.44,,5177.23,3141.07,994.46,845.36,196.34,,,,4491.42,33.39,6.72,,6.72,,,106.47,21.42,,21.42,,,,4491.42,,,,,,,,,,,,,,,
9638771,ARKLOW BAY,General cargo ship,2022.0,EIV (10.99 gCO₂/t·nm),Rotterdam,,,24/03/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1553.81,,4939.0,3486.25,855.68,435.09,161.96,,,,4161.15,34.94,6.85,,6.85,,,111.07,21.78,,21.78,,,,4161.15,,,,,,,,,,,,,,,
9638783,ARKLOW BEACH,General cargo ship,2022.0,EIV (10.99 gCO₂/t·nm),Rotterdam,,,16/03/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1569.35,,4994.06,4260.66,327.67,232.58,173.15,,,,4514.42,32.24,6.82,,6.82,,,102.6,21.69,,21.7,,,,4514.42,,,,,,,,,,,,,,,
9638795,ARKLOW BEACON,General cargo ship,2022.0,EIV (10.99 gCO₂/t·nm),Rotterdam,,,13/04/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1597.02,,5074.48,3064.89,990.88,802.68,216.02,,,,4677.37,33.15,6.37,,6.37,,,105.35,20.25,,20.25,,,,4677.37,,,,,,,,,,,,,,,
9638800,ARKLOW BRAVE,General cargo ship,2022.0,EIV (10.99 gCO₂/t·nm),Rotterdam,,,28/03/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1412.68,,4490.43,2385.45,1010.58,966.33,128.08,,,,4088.28,32.2,6.24,,6.24,,,102.34,19.84,,19.83,,,,4088.28,,,,,,,,,,,,,,,
9638812,ARKLOW BREEZE,General cargo ship,2022.0,EIV (10.99 gCO₂/t·nm),Rotterdam,,,29/03/2023,30/06/2024,,Bureau Veritas Certification France,COFRAC,"Le Triangle de l'Arche
9, cours du Triangle",92937 PARIS LA DEFENSE,4-0076,France,Yes,,,,1682.87,,5364.22,4431.99,443.81,302.36,186.06,,,,4747.48,33.84,6.95,,6.95,,,107.86,22.15,,22.15,,,,4747.48,,,,,,,,,,,,,,,
9638915,GASLOG SALEM,LNG carrier,2022.0,EIV (7.31 gCO₂/t·nm),Hamilton,,,11/04/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,Yes,Yes,,2779.9,1270.0,7927.63,0.0,4328.69,3498.7,100.23,,,3498.7,753.98,248.63,,4.86,,,,709.03,,13.87,,,,,753.98,,279.92,,2.22,,,,771.15,,6.12,,,,,
9639452,ZHI YUAN KOU,Other ship types,2022.0,Not Applicable,YANG PU,,,23/04/2023,30/06/2024,541,CHINA CLASSIFICATION SOCIETY,Denmark National Accreditation Body (DANAK),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,7508,China,Yes,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
9639464,LOCH LOMOND,Bulk carrier,2022.0,EIV (6.48 gCO₂/t·nm),PANAMA,,,27/03/2023,30/06/2024,001,Nippon Kaiji Kyokai,Deutsche Akkredierungsstelle GmbH,"4-7, Kioi-Cho, Chiyoda-Ku","Tokyo, 102-8567",VS-21325-01,Japan,,,Yes,,959.46,,3037.64,49.66,1081.17,1741.51,165.3,,,,943.1,89.84,3.38,,,,,284.42,10.72,,,,,,943.1,,,,,,,,,,,,,,,
9639476,JUDD,Bulk carrier,2022.0,EIV (2.64 gCO₂/t·nm),Valletta,,,08/02/2023,30/06/2024,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,Yes,,,,1679.89,1004.5,5237.26,0.0,1949.98,3128.48,158.8,,,3128.48,868.5,171.8,1.38,,,,,535.62,4.31,,,,,,868.5,,163.55,0.83,,,,,509.36,2.57,,,,,,
9639555,CL GRACE,Bulk carrier,2022.0,EIV (3.95 gCO₂/t·nm),MONROVIA,,,15/06/2023,30/06/2024,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,3401.69,,10629.65,595.85,2342.29,7116.48,575.03,,,,2583.3,114.63,2.57,,,,,358.19,8.03,,,,,,2583.3,,,,,,,,,,,,,,,
9639751,SPRING SEA,Bulk carrier,2022.0,EIV (5.82 gCO₂/t·nm),Majuro,,,24/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2111.03,,6638.16,228.63,3037.21,2980.57,391.73,,,,2387.5,93.49,3.84,,,,,294.0,12.08,,,,,,2387.5,,,,,,,,,,,,,,,
9639763,SUMMER SEA,Bulk carrier,2022.0,EIV (5.82 gCO₂/t·nm),Majuro,,,24/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,1004.49,,3163.23,1310.9,957.81,530.09,364.43,,,,1183.6,84.54,3.16,,,,,266.22,9.95,,,,,,1183.6,,,,,,,,,,,,,,,
9639787,WINTER SEA,Bulk carrier,2022.0,EIV (5.82 gCO₂/t·nm),Majuro,,,24/04/2023,30/06/2024,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,2564.51,,8018.58,251.09,3121.43,4406.64,239.42,,,,2829.8,81.68,3.17,,,,,255.4,9.9,,,,,,2829.8,,,,,,,,,,,,,,,
