wikidataUrl,item,wikipediaUrl,wikipediaLang,imo
6253,http://www.wikidata.org/entity/Q3432142,https://ru.wikipedia.org/wiki/Golar_Spirit,ru,7373327
6254,http://www.wikidata.org/entity/Q3432142,https://uk.wikipedia.org/wiki/Golar_Spirit,uk,7373327
6255,http://www.wikidata.org/entity/Q3432142,https://en.wikipedia.org/wiki/Golar_Spirit,en,7373327
6256,http://www.wikidata.org/entity/Q3432142,https://fa.wikipedia.org/wiki/%DA%AF%D9%88%D9%84%D8%A7%D8%B1_%D8%A7%D8%B3%D9%BE%D8%B1%DB%8C%D8%AA,fa,7373327
6257,http://www.wikidata.org/entity/Q3432142,https://no.wikipedia.org/wiki/%C2%ABGolar_Spirit%C2%BB,nb,7373327
6258,http://www.wikidata.org/entity/Q3432142,https://pl.wikipedia.org/wiki/FSRU_Golar_Spirit,pl,7373327
6259,http://www.wikidata.org/entity/Q3432142,https://ru.wikipedia.org/wiki/Golar_Spirit,ru,7373327
6260,http://www.wikidata.org/entity/Q3432142,https://uk.wikipedia.org/wiki/Golar_Spirit,uk,7373327
6261,http://www.wikidata.org/entity/Q3437665,https://en.wikipedia.org/wiki/RS_Sj%C3%B8fareren,en,8133736
6262,http://www.wikidata.org/entity/Q3437665,https://nn.wikipedia.org/wiki/RS_%C2%ABSj%C3%B8fareren%C2%BB,nn,8133736
6263,http://www.wikidata.org/entity/Q3437665,https://no.wikipedia.org/wiki/RS_75_%C2%ABSj%C3%B8fareren%C2%BB,nb,8133736
6264,http://www.wikidata.org/entity/Q3437671,https://en.wikipedia.org/wiki/MS_Henrik_Ibsen,en,5342673
6265,http://www.wikidata.org/entity/Q3437671,https://nn.wikipedia.org/wiki/MS_%C2%ABHenrik_Ibsen%C2%BB,nn,5342673
6266,http://www.wikidata.org/entity/Q3437671,https://no.wikipedia.org/wiki/MS_%C2%ABHenrik_Ibsen%C2%BB,nb,5342673
6267,http://www.wikidata.org/entity/Q3437671,https://sv.wikipedia.org/wiki/MS_Henrik_Ibsen,sv,5342673
6268,http://www.wikidata.org/entity/Q3438194,https://de.wikipedia.org/wiki/C%C3%B4te_des_Dunes,de,9232527
6269,http://www.wikidata.org/entity/Q3438194,https://en.wikipedia.org/wiki/MS_C%C3%B4te_des_Dunes,en,9232527
6270,http://www.wikidata.org/entity/Q3438194,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D8%A7%D8%B3_%D8%B1%D9%88%D8%AF%D9%86,fa,9232527
6271,http://www.wikidata.org/entity/Q3438194,https://fi.wikipedia.org/wiki/M/S_C%C3%B4tes_des_Dunes,fi,9232527
6272,http://www.wikidata.org/entity/Q3438194,https://fr.wikipedia.org/wiki/MS_C%C3%B4tes_des_Dunes,fr,9232527
6273,http://www.wikidata.org/entity/Q6719692,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%DA%A9%D9%84%D8%A7%D9%87%DB%8C%D8%A7,fa,8836209
6274,http://www.wikidata.org/entity/Q6719698,https://en.wikipedia.org/wiki/MV_Kooringa,en,6409715
6275,http://www.wikidata.org/entity/Q6719703,https://en.wikipedia.org/wiki/MV_Kowloon_Bridge,en,7227932
6276,http://www.wikidata.org/entity/Q6719703,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%DA%A9%D8%A7%D9%88%D9%84%D9%88%D9%86_%D8%A8%D8%B1%DB%8C%D8%AC,fa,7227932
6277,http://www.wikidata.org/entity/Q6719700,https://en.wikipedia.org/wiki/MV_Korean_Star_(1984),en,8313403
6278,http://www.wikidata.org/entity/Q6719708,https://en.wikipedia.org/wiki/MV_Krasnodar_(1925),en,5196438
6279,http://www.wikidata.org/entity/Q6719708,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%DA%A9%D8%B1%D8%A7%D8%B3%D9%86%D9%88%D8%AF%D8%A7%D8%B1_(%DB%B1%DB%B9%DB%B2%DB%B5),fa,5196438
6280,http://www.wikidata.org/entity/Q6719708,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B4%D0%B0%D1%80_(%D1%82%D0%B5%D0%BF%D0%BB%D0%BE%D1%85%D0%BE%D0%B4),ru,5196438
6281,http://www.wikidata.org/entity/Q6719709,https://en.wikipedia.org/wiki/MV_Kronprinsen,en,5616128
6282,http://www.wikidata.org/entity/Q6719715,https://en.wikipedia.org/wiki/Lady_Cutler,en,6823442
6283,http://www.wikidata.org/entity/Q6719712,https://en.wikipedia.org/wiki/MV_Kulshan,en,8835308
6284,http://www.wikidata.org/entity/Q6719712,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%DA%A9%D9%88%D9%84%D8%B4%D9%86,fa,8835308
6285,http://www.wikidata.org/entity/Q6719717,https://en.wikipedia.org/wiki/MV_Lady_Rose,en,5201738
6286,http://www.wikidata.org/entity/Q6719726,https://en.wikipedia.org/wiki/MV_Lucky_Star_(1976),en,7500451
6287,http://www.wikidata.org/entity/Q6719726,"https://nl.wikipedia.org/wiki/Larkspur_(schip,_1976)",nl,7500451
6288,http://www.wikidata.org/entity/Q6719726,https://en.wikipedia.org/wiki/MV_Lucky_Star_(1976),en,7500451
6289,http://www.wikidata.org/entity/Q6719726,"https://nl.wikipedia.org/wiki/Larkspur_(schip,_1976)",nl,7500451
6290,http://www.wikidata.org/entity/Q6719724,https://en.wikipedia.org/wiki/MV_Langeland,en,7113727
6291,http://www.wikidata.org/entity/Q6719724,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%D8%A7%D9%86%DA%AF%D9%84%D9%86%D8%AF,fa,7113727
6292,http://www.wikidata.org/entity/Q6719724,https://sv.wikipedia.org/wiki/MV_Langeland,sv,7113727
6293,http://www.wikidata.org/entity/Q6719731,https://de.wikipedia.org/wiki/Skyward,de,6921828
6294,http://www.wikidata.org/entity/Q6719731,https://en.wikipedia.org/wiki/MV_Leisure_World,en,6921828
6295,http://www.wikidata.org/entity/Q6719729,"https://de.wikipedia.org/wiki/Leif_Ericson_(Schiff,_1991)",de,8917388
6296,http://www.wikidata.org/entity/Q6719729,https://en.wikipedia.org/wiki/MV_Leif_Ericson,en,8917388
6297,http://www.wikidata.org/entity/Q6719734,https://en.wikipedia.org/wiki/MV_Liberty_Sun,en,8500551
6298,http://www.wikidata.org/entity/Q6719735,https://en.wikipedia.org/wiki/MV_Lituya,en,9283148
6299,http://www.wikidata.org/entity/Q6719735,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%DB%8C%D8%AA%D9%88%DB%8C%D8%A7,fa,9283148
6300,http://www.wikidata.org/entity/Q6719732,https://en.wikipedia.org/wiki/MV_Levina_1,en,8001309
6301,http://www.wikidata.org/entity/Q6719732,https://id.wikipedia.org/wiki/Kebakaran_KM_Levina_I,id,8001309
6302,http://www.wikidata.org/entity/Q6719738,https://en.wikipedia.org/wiki/MV_Loch_Alainn,en,9147722
6303,http://www.wikidata.org/entity/Q6719742,https://en.wikipedia.org/wiki/MV_Loch_Buie,en,9031375
6304,http://www.wikidata.org/entity/Q6719742,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%D8%A7%DA%A9_%D8%A8%DB%8C%D9%88%DB%8C%DB%8C,fa,9031375
6305,http://www.wikidata.org/entity/Q6719740,https://en.wikipedia.org/wiki/MV_Loch_Bhrusda,en,9129483
6306,http://www.wikidata.org/entity/Q6719746,https://en.wikipedia.org/wiki/MV_Loch_Dunvegan,en,9006409
6307,http://www.wikidata.org/entity/Q6719747,https://en.wikipedia.org/wiki/MV_Loch_Linnhe,en,8512308
6308,http://www.wikidata.org/entity/Q6719751,https://en.wikipedia.org/wiki/MV_Loch_Fyne,en,9006411
6309,http://www.wikidata.org/entity/Q6719754,https://en.wikipedia.org/wiki/MV_Loch_Ranza,en,8519887
6310,http://www.wikidata.org/entity/Q6719752,https://de.wikipedia.org/wiki/Loch_Portain_(Schiff),de,9274824
6311,http://www.wikidata.org/entity/Q6719752,https://en.wikipedia.org/wiki/MV_Loch_Portain,en,9274824
6312,http://www.wikidata.org/entity/Q6719752,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%D9%88%DA%86_%D9%BE%D9%88%D8%B1%D8%AA%D8%A7%DB%8C%D9%86,fa,9274824
6313,http://www.wikidata.org/entity/Q6719759,https://en.wikipedia.org/wiki/MV_Loch_Striven,en,8512293
6314,http://www.wikidata.org/entity/Q6719759,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%D8%A7%DA%A9_%D8%A7%D8%B3%D8%AA%D8%B1%DB%8C%D9%88%D9%86,fa,8512293
6315,http://www.wikidata.org/entity/Q6719767,https://de.wikipedia.org/wiki/Lochnevis,de,9209063
6316,http://www.wikidata.org/entity/Q6719767,https://en.wikipedia.org/wiki/MV_Lochnevis,en,9209063
6317,http://www.wikidata.org/entity/Q6719767,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%D8%A7%DA%A9%D9%86%D9%88%DB%8C%D8%B3,fa,9209063
6318,http://www.wikidata.org/entity/Q6719764,https://en.wikipedia.org/wiki/MV_Lochiel_(1939),en,5210492
6319,http://www.wikidata.org/entity/Q6719764,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%D9%88%D8%B4%DB%8C%D9%84_(%DB%B1%DB%B9%DB%B3%DB%B9),fa,5210492
6320,http://www.wikidata.org/entity/Q6719765,https://en.wikipedia.org/wiki/MV_Lochmor,en,7811240
6321,http://www.wikidata.org/entity/Q6719765,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%D8%A7%DA%A9%D9%85%D9%88%D8%B1_(%DB%B1%DB%B9%DB%B3%DB%B0),fa,7811240
6322,http://www.wikidata.org/entity/Q6719772,https://de.wikipedia.org/wiki/Loch_Shira_(Schiff),de,9376919
6323,http://www.wikidata.org/entity/Q6719772,https://en.wikipedia.org/wiki/MV_Loch_Shira,en,9376919
6324,http://www.wikidata.org/entity/Q6719772,https://gd.wikipedia.org/wiki/MV_Loch_Siora,gd,9376919
6325,http://www.wikidata.org/entity/Q6719778,https://en.wikipedia.org/wiki/MV_Lymington,en,5215222
6326,http://www.wikidata.org/entity/Q6719778,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%84%DB%8C%D9%85%D9%86%DA%AF%D8%AA%D9%88%D9%86,fa,5215222
6327,http://www.wikidata.org/entity/Q6719786,https://en.wikipedia.org/wiki/MV_Maid_of_Argyll,en,5217490
6328,http://www.wikidata.org/entity/Q6719784,https://en.wikipedia.org/wiki/MV_Magnum,en,7636767
6329,http://www.wikidata.org/entity/Q6719784,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%85%DA%AF%D9%86%D9%88%D9%85,fa,7636767
6330,http://www.wikidata.org/entity/Q6719789,https://en.wikipedia.org/wiki/MV_Maid_of_Glencoul,en,7521613
6331,http://www.wikidata.org/entity/Q6719795,https://de.wikipedia.org/wiki/Malaspina_(Schiff),de,5218183
6332,http://www.wikidata.org/entity/Q6719795,https://en.wikipedia.org/wiki/MV_Malaspina,en,5218183
6333,http://www.wikidata.org/entity/Q6719795,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%85%D8%A7%D9%84%D8%A7%D8%B3%D9%BE%DB%8C%D9%86%D8%A7,fa,5218183
6334,http://www.wikidata.org/entity/Q6719792,https://en.wikipedia.org/wiki/MV_Maj._Bernard_F._Fisher,en,8320559
6335,http://www.wikidata.org/entity/Q6719793,https://de.wikipedia.org/wiki/Mairangi_Bay_(Schiff),de,7417563
6336,http://www.wikidata.org/entity/Q6719793,https://en.wikipedia.org/wiki/MV_Mairangi_Bay,en,7417563
6337,http://www.wikidata.org/entity/Q6719803,https://en.wikipedia.org/wiki/MV_Manx_Viking,en,7387251
6338,http://www.wikidata.org/entity/Q6719807,https://en.wikipedia.org/wiki/MV_Maritime_Queen,en,9036806
6339,http://www.wikidata.org/entity/Q6719804,https://en.wikipedia.org/wiki/MV_Mariam,en,8205694
6340,http://www.wikidata.org/entity/Q6719804,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%85%D8%A7%D8%B1%DB%8C%D8%A7,fa,8205694
6341,http://www.wikidata.org/entity/Q6719814,https://en.wikipedia.org/wiki/MV_Mendocino,en,8967656
6342,http://www.wikidata.org/entity/Q6719812,https://de.wikipedia.org/wiki/Matanuska_(Schiff),de,5228827
6343,http://www.wikidata.org/entity/Q6719812,https://en.wikipedia.org/wiki/MV_Matanuska,en,5228827
6344,http://www.wikidata.org/entity/Q6719812,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D9%88%DB%8C_%D9%85%D8%A7%D8%AA%D8%A7%D9%86%D8%B3%DA%A9%D8%A7,fa,5228827
6345,http://www.wikidata.org/entity/Q1120643,https://en.wikipedia.org/wiki/Costa_Deliziosa,en,9398917
6346,http://www.wikidata.org/entity/Q1120643,https://es.wikipedia.org/wiki/Costa_Deliziosa,es,9398917
6347,http://www.wikidata.org/entity/Q1120643,https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B3%D8%AA%D8%A7_%D8%AF%D9%84%DB%8C%D8%B2%D9%88%D8%B2%D8%A7,fa,9398917
6348,http://www.wikidata.org/entity/Q1120643,https://fi.wikipedia.org/wiki/Costa_Deliziosa,fi,9398917
6349,http://www.wikidata.org/entity/Q1120643,https://fr.wikipedia.org/wiki/Costa_Deliziosa,fr,9398917
6350,http://www.wikidata.org/entity/Q1120643,https://it.wikipedia.org/wiki/Costa_Deliziosa,it,9398917
6351,http://www.wikidata.org/entity/Q1120643,"https://nl.wikipedia.org/wiki/Costa_Deliziosa_(schip,_2010)",nl,9398917
6352,http://www.wikidata.org/entity/Q1120643,https://no.wikipedia.org/wiki/MS_%C2%ABCosta_Deliziosa%C2%BB,nb,9398917
6353,http://www.wikidata.org/entity/Q1120643,https://pt.wikipedia.org/wiki/Costa_Deliziosa,pt,9398917
6354,http://www.wikidata.org/entity/Q1124106,"https://de.wikipedia.org/wiki/Concordia_(Schiff,_1992)",de,1001269
6355,http://www.wikidata.org/entity/Q1124106,https://en.wikipedia.org/wiki/Concordia_(ship),en,1001269
6356,http://www.wikidata.org/entity/Q1124106,https://fr.wikipedia.org/wiki/S.V._Concordia,fr,1001269
6357,http://www.wikidata.org/entity/Q1124106,https://pl.wikipedia.org/wiki/SV_Concordia,pl,1001269
6358,http://www.wikidata.org/entity/Q1124106,https://ro.wikipedia.org/wiki/Concordia_(nav%C4%83),ro,1001269
6359,http://www.wikidata.org/entity/Q1128579,https://de.wikipedia.org/wiki/Seabourn_Odyssey,de,9417086
6360,http://www.wikidata.org/entity/Q1128579,https://en.wikipedia.org/wiki/MV_Seabourn_Odyssey,en,9417086
6361,http://www.wikidata.org/entity/Q1128579,https://es.wikipedia.org/wiki/Seabourn_Odyssey,es,9417086
6362,http://www.wikidata.org/entity/Q1128579,https://fr.wikipedia.org/wiki/Seabourn_Odyssey,fr,9417086
6363,http://www.wikidata.org/entity/Q1128579,https://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%BC%E3%83%9C%E3%83%BC%E3%83%B3%E3%83%BB%E3%82%AA%E3%83%87%E3%83%83%E3%82%BB%E3%82%A4,ja,9417086
6364,http://www.wikidata.org/entity/Q1129332,"https://de.wikipedia.org/wiki/Europa_(Schiff,_1999)",de,9183855
6365,http://www.wikidata.org/entity/Q1129332,https://en.wikipedia.org/wiki/MS_Europa_(1999),en,9183855
6366,http://www.wikidata.org/entity/Q1129332,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%E2%80%8C%D8%A7%D8%B3_%D8%A7%D8%B1%D9%88%D9%BE%D8%A7_(%DB%B1%DB%B9%DB%B9%DB%B9),fa,9183855
6367,http://www.wikidata.org/entity/Q1129332,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%82%A4%E3%83%AD%E3%83%BC%E3%83%91_(%E5%AE%A2%E8%88%B9%E3%83%BB6%E4%BB%A3),ja,9183855
6368,http://www.wikidata.org/entity/Q1129332,https://lb.wikipedia.org/wiki/MS_Europa,lb,9183855
6369,http://www.wikidata.org/entity/Q7240065,https://uk.wikipedia.org/wiki/Prelude_FLNG,uk,9648714
6370,http://www.wikidata.org/entity/Q7240065,https://vi.wikipedia.org/wiki/Prelude_FLNG,vi,9648714
6371,http://www.wikidata.org/entity/Q7240065,https://de.wikipedia.org/wiki/Prelude_(Schiff),de,9648714
6372,http://www.wikidata.org/entity/Q7244818,"https://de.wikipedia.org/wiki/Dronning_Ingrid_(Schiff,_1951)",de,5093959
6373,http://www.wikidata.org/entity/Q7244818,https://en.wikipedia.org/wiki/Princess_Selandia,en,5093959
6374,http://www.wikidata.org/entity/Q7244818,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%86%D8%B3%D8%B3_%D8%B3%D9%84%D9%86%D8%AF%DB%8C%D8%A7,fa,5093959
6375,http://www.wikidata.org/entity/Q7263169,https://en.wikipedia.org/wiki/Pyotr_Lebedev_(research_vessel),en,5276159
6376,http://www.wikidata.org/entity/Q7270650,https://en.wikipedia.org/wiki/MV_Queen_of_the_Islands,en,5425255
6377,http://www.wikidata.org/entity/Q7276422,https://en.wikipedia.org/wiki/RFA_Appleleaf_(A83),en,5020990
6378,http://www.wikidata.org/entity/Q7276425,https://en.wikipedia.org/wiki/RFA_Bacchus_(A404),en,5033454
6379,http://www.wikidata.org/entity/Q7276425,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%81%E2%80%8C%D8%A7%DB%8C_%D8%A8%DA%A9%D8%B3_(%D8%A7%DB%8C%DB%B4%DB%B0%DB%B4),fa,5033454
6380,http://www.wikidata.org/entity/Q7276428,https://en.wikipedia.org/wiki/RFA_Bayleaf_(A79),en,5038466
6381,http://www.wikidata.org/entity/Q7276429,https://en.wikipedia.org/wiki/RFA_Bayleaf_(A109),en,7342031
6382,http://www.wikidata.org/entity/Q7276434,https://de.wikipedia.org/wiki/NRP_B%C3%A9rrio,de,7002409
6383,http://www.wikidata.org/entity/Q7276434,https://fi.wikipedia.org/wiki/RFA_Blue_Rover,fi,7002409
6384,http://www.wikidata.org/entity/Q7276434,https://pt.wikipedia.org/wiki/NRP_B%C3%A9rrio_(1993),pt,7002409
6385,http://www.wikidata.org/entity/Q7276434,https://en.wikipedia.org/wiki/NRP_B%C3%A9rrio,en,7002409
6386,http://www.wikidata.org/entity/Q7276434,https://de.wikipedia.org/wiki/NRP_B%C3%A9rrio,de,7002409
6387,http://www.wikidata.org/entity/Q7276434,https://fi.wikipedia.org/wiki/RFA_Blue_Rover,fi,7002409
6388,http://www.wikidata.org/entity/Q7276434,https://pt.wikipedia.org/wiki/NRP_B%C3%A9rrio_(1993),pt,7002409
6389,http://www.wikidata.org/entity/Q7276434,https://en.wikipedia.org/wiki/NRP_B%C3%A9rrio,en,7002409
6390,http://www.wikidata.org/entity/Q7276433,https://en.wikipedia.org/wiki/RFA_Blue_Ranger,en,5046786
6391,http://www.wikidata.org/entity/Q7276439,https://fi.wikipedia.org/wiki/RFA_Brown_Ranger,fi,5053961
6392,http://www.wikidata.org/entity/Q7276439,https://en.wikipedia.org/wiki/RFA_Brown_Ranger,en,5053961
6393,http://www.wikidata.org/entity/Q7276436,https://en.wikipedia.org/wiki/RFA_Brambleleaf_(1959),en,5050244
6394,http://www.wikidata.org/entity/Q7276437,https://en.wikipedia.org/wiki/RFA_Brambleleaf_(A81),en,7342029
6395,http://www.wikidata.org/entity/Q7276437,https://fi.wikipedia.org/wiki/RFA_Brambleleaf_(A81),fi,7342029
6396,http://www.wikidata.org/entity/Q7276437,https://fr.wikipedia.org/wiki/RFA_Brambleleaf_(A81),fr,7342029
6397,http://www.wikidata.org/entity/Q7276437,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%A9%E3%83%B3%E3%83%96%E3%83%AB%E3%83%AA%E3%83%BC%E3%83%95_(%E8%A3%9C%E7%B5%A6%E8%89%A6%E3%83%BB3%E4%BB%A3),ja,7342029
6398,http://www.wikidata.org/entity/Q7276443,https://en.wikipedia.org/wiki/RFA_Cherryleaf_(1959),en,5069697
6399,http://www.wikidata.org/entity/Q7276443,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%81%E2%80%8C%D8%A7%DB%8C_%DA%86%D8%B1%DB%8C%E2%80%8C%D9%84%DB%8C%D9%81_(%DB%B1%DB%B9%DB%B5%DB%B9),fa,5069697
6400,http://www.wikidata.org/entity/Q7276440,https://es.wikipedia.org/wiki/RFA_Cardigan_Bay_(L3009),es,9240782
6401,http://www.wikidata.org/entity/Q7276440,https://fi.wikipedia.org/wiki/RFA_Cardigan_Bay,fi,9240782
6402,http://www.wikidata.org/entity/Q7276440,https://pt.wikipedia.org/wiki/RFA_Cardigan_Bay_(L3009),pt,9240782
6403,http://www.wikidata.org/entity/Q7276440,https://en.wikipedia.org/wiki/RFA_Cardigan_Bay,en,9240782
6404,http://www.wikidata.org/entity/Q7276444,https://en.wikipedia.org/wiki/RFA_Cherryleaf_(A82),en,5407681
6405,http://www.wikidata.org/entity/Q7276450,https://cs.wikipedia.org/wiki/RFA_Diligence_(A132),cs,7814448
6406,http://www.wikidata.org/entity/Q7276450,https://en.wikipedia.org/wiki/RFA_Diligence_(A132),en,7814448
6407,http://www.wikidata.org/entity/Q7276456,https://en.wikipedia.org/wiki/RFA_Eddycliff,en,5096810
6408,http://www.wikidata.org/entity/Q7276461,https://en.wikipedia.org/wiki/RFA_Eddyfirth,en,5096834
6409,http://www.wikidata.org/entity/Q7276466,https://cs.wikipedia.org/wiki/RFA_Engadine_(K08),cs,6800684
6410,http://www.wikidata.org/entity/Q7276466,https://en.wikipedia.org/wiki/RFA_Engadine_(K08),en,6800684
6411,http://www.wikidata.org/entity/Q7276464,https://en.wikipedia.org/wiki/RFA_Empire_Gull_(L3513),en,5103704
6412,http://www.wikidata.org/entity/Q7276468,https://es.wikipedia.org/wiki/RFA_Fort_Austin_(A386),es,7342938
6413,http://www.wikidata.org/entity/Q7276468,https://fi.wikipedia.org/wiki/RFA_Fort_Austin,fi,7342938
6414,http://www.wikidata.org/entity/Q7276468,https://en.wikipedia.org/wiki/RFA_Fort_Austin,en,7342938
6415,http://www.wikidata.org/entity/Q7276478,https://en.wikipedia.org/wiki/RFA_Freshspring,en,1181554
6416,http://www.wikidata.org/entity/Q7276478,https://fr.wikipedia.org/wiki/RFA_Freshspring,fr,1181554
6417,http://www.wikidata.org/entity/Q7276479,https://en.wikipedia.org/wiki/RFA_Gold_Ranger,en,5132937
6418,http://www.wikidata.org/entity/Q7276482,https://en.wikipedia.org/wiki/RFA_Grey_Rover,en,6923163
6419,http://www.wikidata.org/entity/Q7276480,https://en.wikipedia.org/wiki/RFA_Gold_Rover,en,7306221
6420,http://www.wikidata.org/entity/Q7276486,https://es.wikipedia.org/wiki/RFA_Lyme_Bay_(L3007),es,9240768
6421,http://www.wikidata.org/entity/Q7276486,https://fi.wikipedia.org/wiki/RFA_Lyme_Bay,fi,9240768
6422,http://www.wikidata.org/entity/Q7276486,https://en.wikipedia.org/wiki/RFA_Lyme_Bay,en,9240768
6423,http://www.wikidata.org/entity/Q7276492,https://es.wikipedia.org/wiki/RFA_Mounts_Bay_(L3008),es,9240770
6424,http://www.wikidata.org/entity/Q7276492,https://fi.wikipedia.org/wiki/RFA_Mounts_Bay,fi,9240770
6425,http://www.wikidata.org/entity/Q7276492,https://en.wikipedia.org/wiki/RFA_Mounts_Bay,en,9240770
6426,http://www.wikidata.org/entity/Q7276497,https://en.wikipedia.org/wiki/RFA_Oakleaf_(A111),en,7915814
6427,http://www.wikidata.org/entity/Q7276503,https://en.wikipedia.org/wiki/RFA_Olna_(A123),en,6519467
6428,http://www.wikidata.org/entity/Q7276503,https://fi.wikipedia.org/wiki/RFA_Olna_(A123),fi,6519467
6429,http://www.wikidata.org/entity/Q7276501,https://es.wikipedia.org/wiki/RFA_Olmeda_(A124),es,6501331
6430,http://www.wikidata.org/entity/Q7276501,https://fi.wikipedia.org/wiki/RFA_Olmeda_(A124),fi,6501331
6431,http://www.wikidata.org/entity/Q7276501,https://en.wikipedia.org/wiki/RFA_Olmeda,en,6501331
6432,http://www.wikidata.org/entity/Q7276507,https://en.wikipedia.org/wiki/RFA_Orangeleaf_(A110),en,7342005
6433,http://www.wikidata.org/entity/Q7276507,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B8%E3%83%AA%E3%83%BC%E3%83%95_(%E8%A3%9C%E7%B5%A6%E8%89%A6%E3%83%BB3%E4%BB%A3),ja,7342005
6434,http://www.wikidata.org/entity/Q7276505,https://en.wikipedia.org/wiki/RFA_Olwen_(A122),en,6418572
6435,http://www.wikidata.org/entity/Q7276510,https://en.wikipedia.org/wiki/RFA_Plumleaf_(A78),en,5279979
6436,http://www.wikidata.org/entity/Q7276508,https://en.wikipedia.org/wiki/RFA_Orangeleaf_(A80),en,5264041
6437,http://www.wikidata.org/entity/Q7276509,https://en.wikipedia.org/wiki/RFA_Pearleaf_(A77),en,5272593
6438,http://www.wikidata.org/entity/Q7276514,https://en.wikipedia.org/wiki/RFA_Reliant_(A131),en,7383889
6439,http://www.wikidata.org/entity/Q7276514,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%81%E2%80%8C%D8%A7%DB%8C_%D8%B1%D9%84%D8%A7%DB%8C%D9%86%D8%AA_(%D8%A7%DB%8C%DB%B1%DB%B3%DB%B1),fa,7383889
6440,http://www.wikidata.org/entity/Q7276515,https://en.wikipedia.org/wiki/RFA_Reliant_(A84),en,5292646
6441,http://www.wikidata.org/entity/Q7276515,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%81%E2%80%8C%D8%A7%DB%8C_%D8%B1%D9%84%D8%A7%DB%8C%D9%86%D8%AA_(%D8%A7%DB%8C%DB%B8%DB%B4),fa,5292646
6442,http://www.wikidata.org/entity/Q7276515,https://en.wikipedia.org/wiki/RFA_Reliant_(A84),en,5292646
6443,http://www.wikidata.org/entity/Q7276515,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%81%E2%80%8C%D8%A7%DB%8C_%D8%B1%D9%84%D8%A7%DB%8C%D9%86%D8%AA_(%D8%A7%DB%8C%DB%B8%DB%B4),fa,5292646
6444,http://www.wikidata.org/entity/Q7276512,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%81%E2%80%8C%D8%A7%DB%8C_%D8%B1%D8%AC%D9%86%D8%AA_(%D8%A7%DB%8C%DB%B4%DB%B8%DB%B6),fa,6712112
6445,http://www.wikidata.org/entity/Q7276512,https://en.wikipedia.org/wiki/RFA_Regent,en,6712112
6446,http://www.wikidata.org/entity/Q7276516,https://fa.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%81%E2%80%8C%D8%A7%DB%8C_%D8%B1%DB%8C%D8%B3%D9%88%D8%B1%D8%B3_(%D8%A7%DB%8C%DB%B4%DB%B8%DB%B0),fa,6717423
