imo,name,ship_type,reporting_period,technical_efficiency,port_of_registry,home_port,ice_class,doc_issue_date,doc_expiry_date,verifier_number,verifier_name,verifier_nab,verifier_address,verifier_city,verifier_accreditation_number,verifier_country,monitoring_method_a,monitoring_method_b,monitoring_method_c,monitoring_method_d,annual_monitoring_total_fuel_consumption,annual_monitoring_fuel_consumption_assigned_to_on_laden,annual_monitoring_total_co2_emissions,annual_monitoring_co2_emissions_from_all_voyages_between_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_which_departed_from_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_from_all_voyages_to_ports_under_a_ms_juridiction,annual_monitoring_co2_emissions_which_occured_within_ports_under_a_ms_jurisdiction_at_berth,annual_monitoring_co2_emissions_assigned_to_passenger_transport,annual_monitoring_co2_emissions_assigned_to_freight_transport,annual_monitoring_co2_emissions_assigned_to_on_laden,annual_monitoring_total_time_spent_at_sea,annual_average_fuel_consumption_per_distance,annual_average_fuel_consumption_per_transport_work_mass,annual_average_fuel_consumption_per_transport_work_volume,annual_average_fuel_consumption_per_transport_work_dwt,annual_average_fuel_consumption_per_transport_work_pax,annual_average_fuel_consumption_per_transport_work_freight,annual_average_co2_emissions_per_distance,annual_average_co2_emissions_per_transport_work_mass,annual_average_co2_emissions_per_transport_work_volume,annual_average_co2_emissions_per_transport_work_dwt,annual_average_co2_emissions_per_transport_work_pax,annual_average_co2_emissions_per_transport_work_freight,voluntary_reporting_distance_through_ice,voluntary_reporting_total_time_spent_at_sea,voluntary_reporting_total_time_spent_at_sea_through_ice,voluntary_reporting_average_fuel_consumption_per_distance_on_laden_voyages,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_fuel_consumption_per_transport_work_on_laden_voyages_freight,voluntary_reporting_average_co2_emissions_per_distance_on_laden_voyages,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_mass,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_volume,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_dwt,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_pax,voluntary_reporting_average_co2_emissions_per_transport_work_on_laden_voyages_freight,voluntary_reporting_additional_comments,voluntary_reporting_average_density_of_the_cargo_transported
9187899,SIRENA,Passenger ship,2020.0,Not Applicable,Majuro,,,27/04/2021,30/06/2022,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,Yes,,,287.02,,920.19,0.0,103.36,767.71,49.12,,,,124.85,154.92,,,,277.47,,496.69,,,,889.57,,,124.85,,,,,,,,,,,,,,,
9188219,MSC MASHA 3,Container ship,2020.0,EIV (14.48 gCO₂/t·nm),MADEIRA,,,26/04/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,4150.85,,13101.23,5360.71,1292.11,5508.6,939.8,,,,4564.7,87.8,6.19,,,,,277.11,19.53,,,,,,4564.7,,,,,,,,,,,,,,,
9188221,SOMERSET,Ro-ro ship,2020.0,EIV (15.92 gCO₂/t·nm),Hoek van Holland,,,29/04/2021,30/06/2022,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,,,Yes,,5729.0,4900.0,18145.69,15487.92,0.0,0.0,2658.0,,,15487.92,4043.0,114.26,51.56,,,,,361.91,163.3,,,,,,4043.0,,97.73,44.1,,,,,308.91,139.39,,,,,,
9188233,BELGIA SEAWAYS,Ro-ro ship,2020.0,EIV (9.54 gCO₂/t·nm),Klaipeda,Klaipeda,,30/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,,Yes,,5308.63,,16811.79,15781.92,0.0,0.0,1029.87,,,,6058.17,91.42,30.13,,,,,289.51,95.43,,,,,,6058.17,,,,,,,,,,,,,,,
9188245,GOTHIA SEAWAYS,Ro-ro ship,2020.0,EIV (9.56 gCO₂/t·nm),Klaipeda,Klaipeda,,30/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,,Yes,,5395.49,,16869.46,16539.46,0.0,0.0,330.03,,,,4003.38,89.09,29.37,,,,,278.53,91.82,,,,,,4003.38,,,,,,,,,,,,,,,
9188415,ENRICO IEVOLI,Chemical tanker,2020.0,EIV (13.64 gCO₂/t·nm),Napoli,,,27/04/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,3273.66,,10265.22,3792.25,2175.36,3102.8,1010.84,,,,3873.32,80.73,10.36,,,,,253.13,32.49,,,,,,3873.32,,,,,,,,,,,,,,,
9188427,OPTIMA SEAWAYS,Ro-pax ship,2020.0,EIV (5.81 gCO₂/t·nm),Klaipeda,,,30/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,Yes,,11915.19,,37217.38,34728.08,0.0,0.0,2489.33,9676.53,27540.85,,5100.67,140.34,,,,293.05,51.87,438.37,,,,915.36,162.03,,5100.67,,,,,,,,,,,,,,,
9188506,HANNI,Container ship,2020.0,EIV (28.74 gCO₂/t·nm),HAMBURG,,IA,12/06/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,2508.1,,7983.93,6639.5,365.9,486.1,492.1,,,,3854.0,55.49,22.27,,,,,176.62,70.9,,,,,,3854.0,,,,,,,,,,,,,,,
9188518,CONTAINERSHIPS VI,Container ship,2020.0,EIV (31.25 gCO₂/t·nm),HAMBURG,,IA,14/06/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,9727.8,,30364.7,24799.2,2572.0,2232.8,760.6,,,,6281.0,97.97,15.42,,,,,305.8,48.13,,,,,,6281.0,,,,,,,,,,,,,,,
9188817,VIKING DRIVE,Vehicle carrier,2020.0,EIV (26.81 gCO₂/t·nm),Singapore,Singapore,,29/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,,Yes,,1532.45,,4815.27,2518.76,822.01,898.44,576.07,,,,1231.85,95.4,51.18,,,,,299.76,160.81,,,,,,1231.85,,,,,,,,,,,,,,,
9188881,CECILIA PAYNE,Ro-pax ship,2020.0,EIV (65.3 gCO₂/t·nm),Limassol,,,30/06/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,9951.3,,31903.87,30882.56,0.0,0.0,1021.26,25531.62,5351.13,,2363.28,147.9,,,,266.43,275.76,474.16,,,,854.17,884.08,,2363.28,,,,,,,,,,,,,,,
9188908,MURGASH,Bulk carrier,2020.0,EIV (6.12 gCO₂/t·nm),Valletta,,,27/05/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,1547.76,,4962.12,1552.41,2354.94,847.15,207.62,,,,1873.5,87.4,3.18,,,,,280.2,10.21,,,,,,1873.5,,,,,,,,,,,,,,,
9188922,MAGPIE S,General cargo ship,2020.0,EIV (15.02 gCO₂/t·nm),MONROVIA,,,11/06/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,Yes,,,,1120.0,,3543.95,1182.82,1076.96,1148.89,135.29,,,,1934.86,69.95,,,9.1,,,221.33,,,28.79,,,,1934.86,,,,,,,,,,,,,,,
9188934,EMONA,Other ship types,2020.0,EIV (15.65 gCO₂/t·nm),Valletta,,,11/05/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,461.51,,1450.53,1068.11,274.08,0.0,108.34,,,,987.42,82.7,19.64,,12.28,,,259.93,61.72,,38.6,,,,987.42,,,,,,,,,,,,,,,
9189251,MIGNON,Vehicle carrier,2020.0,EIV (14.78 gCO₂/t·nm),,,,14/04/2021,30/06/2022,581,HELLENIC LLOYD'S S.A.,HELLENIC ACCREDITATION SYSTEM,"348 Syggrou Avenue,",Athens,1190,Greece,Yes,,Yes,,1306.7,,4092.52,1526.1,0.0,2472.74,93.68,,,,850.91,111.34,9.17,,,,,348.7,28.72,,,,,,850.91,,,,,,,,,,,,,,,
9189354,DIMITRIS Y,Container ship,2020.0,EIV (21.81 gCO₂/t·nm),Monrovia,,,24/04/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,18059.98,,57172.92,37736.0,9178.0,7826.0,2433.0,,,,5082.0,238.66,5.59,,,,,755.53,17.7,,,,,,5082.0,,,,,,,,,,,,,,,
9189366,MSC TAVVISHI,Container ship,2020.0,EIV (25.14 gCO₂/t·nm),Monrovia,,,27/07/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,4693.08,,14827.09,1065.77,4197.29,9340.85,223.19,,,,1059.2,273.1,5.67,,,,,862.82,17.91,,,,,,1059.2,,,,,,,,,,,,,,,
9189421,CELEBRITY INFINITY,Passenger ship,2020.0,EIV (23.23 gCO₂/t·nm),Valletta,,,30/04/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,5247.07,,16662.07,968.11,8228.27,5877.75,1587.94,,,,780.28,463.1,,,,322.88,,1470.59,,,,1025.31,,,780.28,,,,,,,,,,,,,,,
9189677,ALANDA STAR,Bulk carrier,2020.0,EIV (5.19 gCO₂/t·nm),BRIDGE TOWN,,,01/07/2021,30/06/2022,,Dromon Bureau of Shipping,Hellenic Accreditation System,"2-4 Iakovou Dragatsi street, 18535",Piraeus,1128,Greece,Yes,,,,550.1,,1729.12,0.0,1313.37,368.3,47.45,,,,654.25,69.38,3.35,,,,,218.09,10.52,,,,,,654.25,,,,,,,,,,,,,,,
9189897,ATLANTIC ACANTHUS,Refrigerated cargo carrier,2020.0,EIV (19.66 gCO₂/t·nm),Nassau,,,29/06/2021,30/06/2022,,Bureau Veritas Certification France,COFRAC,1 Place Zaha Hadid,92400 COURBEVOIE,4-0076,France,Yes,,,,351.4,,1107.46,0.0,362.75,742.82,1.89,,,,405.2,62.63,649.77,,,,,197.37,2047.78,,,,,,405.2,,,,,,,,,,,,,,,
9189902,BALTIC HOLLYHOCK,Refrigerated cargo carrier,2020.0,EIV (25.61 gCO₂/t·nm),Nassau,,PC2,29/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,Yes,,2941.9,,9276.74,0.0,3634.52,5384.46,257.76,,,,2387.77,81.42,20.26,,,,,256.73,63.89,,,,,,2387.77,,,,,,,,,,,,,,,
9189940,STAR MAIA,General cargo ship,2020.0,EIV (6.2 gCO₂/t·nm),Douglas,,,20/04/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,2229.63,,6964.39,732.96,2822.47,3161.12,247.82,,,,2047.8,87.83,,,3.0,,,274.35,,,9.36,,,,2047.8,,,,,,,,,,,,,,,
9190080,AUGUSTA UNITY,General cargo ship,2020.0,EIV (12.7 gCO₂/t·nm),Limassol,,,11/03/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3448.98,,10815.82,1184.19,5649.78,3698.87,282.99,,,,3976.8,68.19,,,8.04,,,213.84,,,25.23,,,,3976.8,,,,,,,,,,,,,,,
9190092,OSLO WAVE,General cargo ship,2020.0,EIV (12.36 gCO₂/t·nm),Majuro,,IA,02/02/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,4069.75,,12742.84,2362.19,5999.7,3802.41,578.53,,,,5199.68,64.86,,,5.57,,,203.07,,,17.44,,,0.0,5199.68,0.0,,,,,,,,,,,,,,
9190107,OSLO WAVE 2,General cargo ship,2020.0,EIV (12.36 gCO₂/t·nm),Oslo,,IA,02/02/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3887.45,,12171.09,2332.09,5737.47,3620.41,481.09,,,,4947.12,72.68,,,6.65,,,227.55,,,20.82,,,0.0,4947.12,0.0,,,,,,,,,,,,,,
9190157,AUTOPRESTIGE,Vehicle carrier,2020.0,EIV (37.2 gCO₂/t·nm),,,IA,10/08/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,,,3641.8,,11675.61,10153.72,0.0,0.0,1521.89,,,,3745.52,80.49,100.22,,,,,258.06,321.31,,,,,,3745.52,,,,,,,,,,,,,,,
9190212,MANISA KRISTIN,General cargo ship,2020.0,EIV (17.31 gCO₂/t·nm),Schoonhoven,Schoonhoven,IA,27/04/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,Yes,,2053.19,,6439.12,1991.78,1605.29,2554.29,287.76,,,,4146.58,45.61,,,7.82,,,143.03,,,24.51,,,0.0,4146.58,0.0,,,,,,,,,,,,,,
9190731,LAURA MAERSK,Container ship,2020.0,EEDI (18.03 gCO₂/t·nm),Hvide Sande,,,12/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,6021.4,6021.4,18846.53,4310.94,5052.28,7724.9,1758.41,,,18846.52,2339.66,177.96,5.98,,,,,557.01,18.71,,,,,,2339.66,,,5.98,,,,,,18.71,,,,,,
9190743,LAUST MAERSK,Container ship,2020.0,EEDI (18.45 gCO₂/t·nm),Bogense,,,12/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4150.93,4150.93,12969.31,3619.91,6949.88,1941.19,458.33,,,12969.31,1951.3,150.01,4.99,,,,,468.69,15.58,,,,,,1951.3,,,4.99,,,,,,15.58,,,,,,
9190755,LEDA MAERSK,Container ship,2020.0,EIV (18.31 gCO₂/t·nm),Hong Kong,,,22/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,2938.24,2938.24,9172.65,2870.38,3700.93,2208.92,392.43,,,9172.65,1338.27,150.59,5.18,,,,,470.12,16.18,,,,,,1338.27,,,5.18,,,,,,16.18,,,,,,
9190767,LEXA MAERSK,Container ship,2020.0,EEDI (18.74 gCO₂/t·nm),Hong Kong,,,28/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,7086.45,7086.45,22152.31,3753.14,7877.35,9710.44,811.39,,,22152.31,2457.67,182.13,7.7,,,,,569.33,24.06,,,,,,2457.67,,,7.7,,,,,,24.06,,,,,,
9190779,LICA MAERSK,Container ship,2020.0,EEDI (18.31 gCO₂/t·nm),Hanstholm,,,13/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,5095.69,5095.69,15932.85,3957.2,6344.32,5067.0,564.34,,,15932.85,2164.75,160.26,5.23,,,,,501.09,16.35,,,,,,2164.75,,,5.23,,,,,,16.35,,,,,,
9190781,LUNA MAERSK,Container ship,2020.0,EEDI (18.31 gCO₂/t·nm),Hong Kong,,,28/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4035.21,4035.21,12597.74,3657.03,5629.45,2875.07,436.19,,,12597.74,1940.73,153.22,5.4,,,,,478.35,16.85,,,,,,1940.73,,,5.4,,,,,,16.85,,,,,,
9190858,SAIC ANJI PHOENIX,Vehicle carrier,2020.0,EIV (31.04 gCO₂/t·nm),Hong Kong,Shanghai,,28/04/2021,30/06/2022,541,CHINA CLASSIFICATION SOCIETY,The Italian Accreditation Body (ACCREDIA),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,0003VV,China,Yes,,,,756.57,,2364.54,231.01,0.0,1893.34,240.2,,,,599.8,83.92,13900.08,,27.33,,,262.29,43442.54,,85.42,,,,599.8,,,,,,,,,,,,,,,
9191307,TAMESIS,Vehicle carrier,2020.0,EIV (13.93 gCO₂/t·nm),Tonsberg,,,19/08/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,2079.1,,6501.83,447.68,4329.11,1541.98,183.07,,,,1076.1,131.9,15.87,,,,,412.49,49.62,,,,,,1076.1,,,,,,,,,,,,,,,
9191319,TALISMAN,Vehicle carrier,2020.0,EIV (13.53 gCO₂/t·nm),Tonsberg,,,19/08/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3227.18,,10107.74,543.03,6380.08,2951.23,233.4,,,,1520.72,138.54,23.41,,,,,433.93,73.33,,,,,,1520.72,,,,,,,,,,,,,,,
9191321,TARAGO,Vehicle carrier,2020.0,EIV (13.79 gCO₂/t·nm),Tonsberg,,,19/08/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,3024.43,,9429.6,1155.09,6895.95,1021.65,356.91,,,,1619.72,150.22,17.2,,,,,468.36,53.62,,,,,,1619.72,,,,,,,,,,,,,,,
9191448,LILIAN,Bulk carrier,2020.0,EIV (7.33 gCO₂/t·nm),Majuro,,,11/05/2021,30/06/2022,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,,,735.08,,2322.88,651.11,943.69,668.64,59.44,,,,1013.47,63.11,5.56,,,,,199.42,17.57,,,,,,1013.47,,,,,,,,,,,,,,,
9191474,WILD PEONY,Refrigerated cargo carrier,2020.0,EIV (25.61 gCO₂/t·nm),Nassau,,PC1,29/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,Yes,,1931.3,,6065.81,587.61,2468.51,2742.32,267.38,,,,1571.48,75.9,16.47,,,,,238.37,51.73,,,,,,1571.48,,,,,,,,,,,,,,,
9191498,CROWN TOPAZ,Refrigerated cargo carrier,2020.0,EIV (25.61 gCO₂/t·nm),Nassau,,PC1,29/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,Yes,Yes,,4376.1,,13697.92,972.37,3431.12,9025.24,269.19,,,,3603.61,82.85,17.36,,,,,259.33,54.34,,,,,,3603.61,,,,,,,,,,,,,,,
9191876,HOEGH ASIA,Vehicle carrier,2020.0,EIV (11.42 gCO₂/t·nm),Oslo,,,09/03/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,Yes,,,,3257.7,,10381.47,3625.98,2645.85,3612.36,497.28,,,,2341.97,105.3,11.66,,,,,335.56,37.16,,,,,,2341.97,,,,,,,,,,,,,,,
9192129,BOTNIA SEAWAYS,Ro-ro ship,2020.0,EIV (12.3 gCO₂/t·nm),Klaipeda,,,30/04/2021,30/06/2022,,VERIFAVIA SAS,COFRAC,33 Avenue du Maine,Paris,4-0596,France,,,Yes,,5689.58,,17735.25,0.0,8400.72,8930.33,404.22,,,,4481.45,89.38,39.68,,,,,278.62,123.69,,,,,,4481.45,,,,,,,,,,,,,,,
9192375,LAGUNA D,Chemical tanker,2020.0,EIV (16 gCO₂/t·nm),Valletta,Valletta,IA,28/04/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,,Yes,,,1445.17,,4585.42,1338.28,1462.21,1138.17,646.76,,,,1603.61,79.71,10.9,,,,,252.91,34.59,,,,,,1603.61,,,,,,,,,,,,,,,
9192442,NELE MAERSK,Container ship,2020.0,EEDI (27.34 gCO₂/t·nm),Hong Kong,,,27/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,3125.97,3125.97,9749.31,1012.21,4762.22,3567.0,407.88,,,9749.31,2345.51,105.4,7.49,,,,,328.71,23.36,,,,,,2345.51,,,7.49,,,,,,23.36,,,,,,
9192478,NORA MAERSK,Container ship,2020.0,EEDI (27.34 gCO₂/t·nm),Hong Kong,,,27/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,4527.89,4527.89,14174.54,7228.17,2270.63,3163.55,1512.18,,,14174.54,3776.68,112.61,10.23,,,,,352.53,32.04,,,,,,3776.68,,,10.23,,,,,,32.04,,,,,,
9192662,LE YI,General cargo ship,2020.0,EIV (7.36 gCO₂/t·nm),Guangzhou,,,23/04/2021,30/06/2022,541,CHINA CLASSIFICATION SOCIETY,The Italian Accreditation Body (ACCREDIA),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,0003VV,China,Yes,,,,784.98,,2446.62,354.54,1979.05,73.91,39.11,,,,930.41,70.47,4.47,,2.42,,,219.62,13.94,,7.53,,,,930.41,,,,,,,,,,,,,,,
9192674,LE LI,General cargo ship,2020.0,EIV (7.37 gCO₂/t·nm),Guangzhou,,,20/04/2021,30/06/2022,541,CHINA CLASSIFICATION SOCIETY,The Italian Accreditation Body (ACCREDIA),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,0003VV,China,Yes,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
9192686,LE CONG,General cargo ship,2020.0,EIV (7.38 gCO₂/t·nm),Guangzhou,,,20/04/2021,30/06/2022,541,CHINA CLASSIFICATION SOCIETY,The Italian Accreditation Body (ACCREDIA),CCS Mansion 9 DONGZHIMEN NAN DA JIE,Beijing,0003VV,China,Yes,,,,134.1,,419.23,0.0,122.38,239.78,57.07,,,,171.8,85.09,28.31,,2.92,,,266.01,88.5,,9.14,,,,171.8,,,,,,,,,,,,,,,
9192959,EUROCARGO VALENCIA,Ro-ro ship,2020.0,EIV (10.58 gCO₂/t·nm),Palermo,,,07/05/2021,30/06/2022,,RINA Services Spa,ACCREDIA,Via Corsica 12,Genova,002O,Italy,Yes,,,,7970.2,,24879.6,22400.56,636.18,295.0,1547.86,,,,4917.32,102.79,31.69,,,,,320.87,98.93,,,,,,4917.32,,,,,,,,,,,,,,,
9193264,MAERSK IDAHO,Container ship,2020.0,EEDI (18.45 gCO₂/t·nm),Norfolk,,,02/04/2021,30/06/2022,1083,AMERICAN BUREAU OF SHIPPING HELLENIC SINGLE MEMBER LIMITED LIABILITY COMPANY (ABS HELLENIC S.M. LTD),Hellenic Accreditation System (ESYD),1 Sachtouri & 1 Navarinou Street,Kallithea,1083,Greece,,,Yes,,16927.43,16927.43,52714.72,1983.24,25796.52,24139.93,795.02,,,52714.72,4440.93,221.47,6.15,,,,,689.69,19.15,,,,,,4440.93,,,6.15,,,,,,19.15,,,,,,
9193288,DALLAS EXPRESS,Container ship,2020.0,EEDI (14.63 gCO₂/t·nm),Hamburg,,,02/07/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,4501.36,,14060.16,1516.89,6386.9,5722.23,434.14,,,,2329.93,152.98,4.26,,,,,477.85,13.32,,,,,,2329.93,,,,,,,,,,,,,,,
9193290,TOKYO EXPRESS,Container ship,2020.0,EEDI (14.66 gCO₂/t·nm),Hamburg,,,17/02/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,4399.66,,13780.58,2838.38,7217.49,3257.18,467.53,,,,3594.6,175.32,4.75,,,,,549.13,14.87,,,,,,3594.6,,,,,,,,,,,,,,,
9193305,SEOUL EXPRESS,Container ship,2020.0,EIV (16.54 gCO₂/t·nm),Hamburg,,,17/02/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,4046.15,,12677.84,2934.99,6263.31,2984.3,495.22,,,,3855.6,165.89,4.5,,,,,519.79,14.1,,,,,,3855.6,,,,,,,,,,,,,,,
9193317,ROTTERDAM EXPRESS,Container ship,2020.0,EEDI (14.83 gCO₂/t·nm),Hamburg,,,16/04/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,Yes,,,4584.12,,14306.77,1518.65,6184.68,6207.18,396.26,,,,2235.6,160.1,3.88,,,,,499.66,12.1,,,,,,2235.6,,,,,,,,,,,,,,,
9193525,LOTUS,General cargo ship,2020.0,EIV (20.02 gCO₂/t·nm),Alexandria,,,16/11/2021,30/06/2022,,EMICERT,HELLENIC ACCREDITATION SYSTEM (ESYD),"Kodrou & Filellinon str., 15232, Chalandri,",ATHENS,874-4,Greece,Yes,,,,283.88,,904.92,0.0,532.4,361.05,11.48,,,,518.88,65.29,14.44,,14.44,,,208.12,46.03,,46.03,,,,518.88,,,,,,,,,,,,,,,
9193680,MSC TIA,Container ship,2020.0,EIV (19.26 gCO₂/t·nm),Madeira,,,05/05/2021,30/06/2022,,DNV GL,German national accreditation body (DAkkS),Brooktorkai 18,20457 Hamburg,D-VS-16026-01-00,Germany,,,Yes,,4046.82,,12611.5,4328.19,3779.36,3419.97,1083.98,,,,4026.8,104.16,8.95,,,,,324.62,27.89,,,,,,4026.8,,,,,,,,,,,,,,,
