city_a,city_b,imo,companyName,ship,city_a_slug,city_b_slug,city_a_country_code,city_a_latitude,city_a_longitude,city_b_country_code,city_b_latitude,city_b_longitude,city_a_geonameid,city_b_geonameid,name
Paros,Théra (Santorin),9565039.0,Blue Star Ferries,Blue Star Delos,paros,thera-santorin,GR,37.08333,25.15,GR,36.42107,25.430870000000002,255721.0,252920.0,BLUE STAR DELOS
Patmos,Rhodes,9207584.0,Blue Star Ferries,Blue Star 2,patmos,rhodes,GR,37.30895,26.54723,GR,36.435559999999995,28.22199,255688.0,400666.0,BLUE STAR 2
Patmos,Syros,9207584.0,Blue Star Ferries,Blue Star 2,patmos,syros,GR,37.30895,26.54723,GR,37.44997,24.93562,255688.0,264839.0,BLUE STAR 2
Patras,Venise,8922163.0,Anek Superfast,Asterion Ii,patras,venise,GR,38.244440000000004,21.73444,FR,45.69706,4.88593,255683.0,2970072.0,ASTERION II
Pembroke,Rosslare,9142605.0,Irish Ferries,Isle Of Inishmore,pembroke,rosslare,GB,51.674640000000004,-4.91286,IE,52.271840000000005,-6.38989,2640503.0,2961690.0,ISLE OF INISHMORE
Rafina,Tinos,9223150.0,Cyclades Fast Ferries,Theologos P,rafina,tinos,GR,38.01812,24.00599,GR,37.53753,25.163429999999998,254425.0,252854.0,THEOLOGOS P.
Rhodes,Symi (Simi),9197105.0,Blue Star Ferries,Blue Star 1,rhodes,symi-simi,GR,36.435559999999995,28.22199,GR,36.61547,27.836190000000002,400666.0,253858.0,BLUE STAR 1
Rhodes,Syros,9207584.0,Blue Star Ferries,Blue Star 2,rhodes,syros,GR,36.435559999999995,28.22199,GR,37.44997,24.93562,400666.0,264839.0,BLUE STAR 2
Rhodes,Théra (Santorin),9215555.0,Blue Star Ferries,Nissos Chios,rhodes,thera-santorin,GR,36.435559999999995,28.22199,GR,36.42107,25.430870000000002,400666.0,252920.0,NISSOS CHIOS
Rhodes,Tilos,9197105.0,Hellenic Seaways,Blue Star 1,rhodes,tilos,GR,36.435559999999995,28.22199,GR,36.45505,27.34563,400666.0,257400.0,BLUE STAR 1
Rhodes,Vathi,9197105.0,Hellenic Seaways,Blue Star 1,rhodes,vathi,GR,36.435559999999995,28.22199,GR,38.4049,23.60332,400666.0,252164.0,BLUE STAR 1
Riga,Stockholm,8700723.0,Tallink Silja,Isabelle,riga,stockholm,LV,56.946000000000005,24.10589,SE,59.32938000000001,18.06871,456172.0,2673730.0,ISABELLE
Stockholm,Turku,8601915.0,Viking Line,Amorella,stockholm,turku,SE,59.32938000000001,18.06871,FI,60.451480000000004,22.26869,2673730.0,633679.0,AMORELLA
Stockholm,Turku,9333694.0,Tallink Silja,Galaxy,stockholm,turku,SE,59.32938000000001,18.06871,FI,60.451480000000004,22.26869,2673730.0,633679.0,GALAXY
Stockholm,Turku,9354284.0,Tallink Silja,Baltic Princess,stockholm,turku,SE,59.32938000000001,18.06871,FI,60.451480000000004,22.26869,2673730.0,633679.0,BALTIC PRINCESS
Stockholm,Turku,9606900.0,Viking Line,Viking Grace,stockholm,turku,SE,59.32938000000001,18.06871,FI,60.451480000000004,22.26869,2673730.0,633679.0,VIKING GRACE
Symi (Simi),Tilos,9215555.0,Blue Star Ferries,Nissos Chios,symi-simi,tilos,GR,36.61547,27.836190000000002,GR,36.45505,27.34563,253858.0,257400.0,NISSOS CHIOS
Syros,Tinos,9241786.0,Blue Star Ferries,Blue Star Naxos,syros,tinos,GR,37.44997,24.93562,GR,37.53753,25.163429999999998,264839.0,252854.0,BLUE STAR NAXOS
Syros,Vathi,9215555.0,Blue Star Ferries,Nissos Chios,syros,vathi,GR,37.44997,24.93562,GR,38.4049,23.60332,264839.0,252164.0,NISSOS CHIOS
